0;-873.8994;-462.7677;377.4281
1;-873.8994;-462.7677;377.4281
2;-873.8994;-462.7677;377.4281
3;-873.8994;-462.7677;377.4281
4;-888.0297;-464.0058;389.6822
5;-894.4252;-466.1549;386.4331
6;-894.4252;-466.1549;386.4331
7;-894.4252;-466.1549;386.4331
8;-894.4252;-466.1549;386.4331
9;-894.4866;-466.4905;385.6600
10;-894.4866;-466.4905;385.6600
11;-894.5496;-465.8247;385.4587
12;-894.5496;-465.8247;385.4587
13;-894.5757;-465.7815;385.8175
14;-894.5757;-465.7815;385.8175
15;-894.5757;-465.7815;385.8175
16;-894.5757;-465.7815;385.8175
17;-894.5757;-465.7815;385.8175
18;-894.5757;-465.7815;385.8175
19;-894.5757;-465.7815;385.8175
20;-894.5757;-465.7815;385.8175
21;-894.5778;-465.7537;385.6851
22;-894.5778;-465.7537;385.6851
23;-894.5778;-465.7537;385.6851
24;-894.5778;-465.7537;385.6851
25;-894.5778;-465.7537;385.6851
26;-894.5781;-465.7760;385.7225
27;-894.5784;-465.6642;385.6764
28;-894.5789;-465.6923;385.7053
29;-894.5789;-465.6923;385.7053
30;-894.5789;-465.6923;385.7053
31;-894.5789;-465.6923;385.7053
32;-894.5789;-465.6923;385.7053
33;-894.5789;-465.6923;385.7053
34;-894.5789;-465.6897;385.7154
35;-894.5789;-465.6897;385.7154
36;-894.5789;-465.6912;385.7157
37;-894.5789;-465.6912;385.7157
38;-894.5789;-465.6912;385.7157
39;-894.5789;-465.6912;385.7157
40;-894.5789;-465.6943;385.7154
41;-894.5789;-465.6943;385.7154
42;-894.5789;-465.6943;385.7157
43;-894.5789;-465.6935;385.7157
44;-894.5789;-465.6935;385.7157
45;-894.5789;-465.6935;385.7157
46;-894.5789;-465.6935;385.7157
47;-894.5789;-465.6935;385.7157
48;-894.5789;-465.6935;385.7157
49;-894.5789;-465.6935;385.7157
50;-894.5789;-465.6935;385.7157
51;-894.5789;-465.6935;385.7157
52;-894.5789;-465.6930;385.7164
53;-894.5789;-465.6939;385.7171
54;-894.5789;-465.6939;385.7171
55;-894.5789;-465.6938;385.7168
56;-894.5789;-465.6938;385.7168
57;-894.5789;-465.6938;385.7168
58;-894.5789;-465.6938;385.7168
59;-894.5789;-465.6938;385.7168
60;-894.5789;-465.6938;385.7168
61;-894.5789;-465.6941;385.7167
62;-894.5789;-465.6941;385.7167
63;-894.5789;-465.6941;385.7167
64;-894.5789;-465.6941;385.7167
65;-894.5789;-465.6941;385.7167
66;-894.5789;-465.6941;385.7167
67;-894.5789;-465.6941;385.7167
68;-894.5789;-465.6941;385.7167
69;-894.5789;-465.6941;385.7167
70;-894.5789;-465.6941;385.7167
71;-894.5789;-465.6941;385.7167
72;-894.5789;-465.6941;385.7167
73;-894.5789;-465.6941;385.7167
74;-894.5789;-465.6941;385.7167
75;-894.5789;-465.6941;385.7167
76;-894.5789;-465.6941;385.7167
77;-894.5789;-465.6941;385.7167
78;-894.5789;-465.6941;385.7167
79;-894.5789;-465.6941;385.7167
80;-894.5789;-465.6941;385.7167
81;-894.5789;-465.6941;385.7167
82;-894.5789;-465.6941;385.7167
83;-894.5789;-465.6941;385.7167
84;-894.5789;-465.6941;385.7167
85;-894.5789;-465.6941;385.7167
86;-894.5789;-465.6941;385.7167
87;-894.5789;-465.6941;385.7167
88;-894.5789;-465.6941;385.7167
89;-894.5789;-465.6941;385.7167
90;-894.5789;-465.6941;385.7167
91;-894.5789;-465.6941;385.7167
92;-894.5789;-465.6941;385.7167
93;-894.5789;-465.6941;385.7167
94;-894.5789;-465.6941;385.7167
95;-894.5789;-465.6941;385.7167
96;-894.5789;-465.6941;385.7167
97;-894.5789;-465.6941;385.7167
98;-894.5789;-465.6941;385.7167
99;-894.5789;-465.6941;385.7167
