iteration;mean_execution
0;-747.5572424086964
1;-803.1160831063062
2;-835.8987166767145
3;-847.5644198511943
4;-853.5727634915493
5;-859.7779602135022
6;-861.1268030868971
7;-865.7924382274599
8;-866.1229447741625
9;-867.1019686008427
10;-867.1242239106821
11;-867.5944249460042
12;-869.2454042800267
13;-869.641068056762
14;-870.9615825788309
15;-874.9817203933757
16;-877.6876057155157
17;-880.6421233767649
18;-885.7098126780047
19;-885.789053290841
